Window_Minutes,Trial_ID,Model,Target,Cell,RMSE,MAE,MedAE,RMSE_frac,MAE_frac,MedAE_frac,r,R2,m,c
1,15,Random Forest,RUL,8,923.7668930673326,619.939393939394,345.5,0.22464485977319068,0.15075902726602802,0.0840198968312454,0.9580113086645945,0.849058659823118,0.7156479903843809,1539.2293243890742
1,16,Random Forest,RUL,1,609.2433447523247,535.390625,491.0,0.15577936102336706,0.1368957251298442,0.12554534558529765,0.9889062239184324,0.9408897719209641,0.9349625609485365,-215.50201570966516
1,16,Random Forest,RUL,2,930.5888900752641,621.0251366120218,348.0,0.2448918131777011,0.16342766752947943,0.09157894736842105,0.9529924473022228,0.8461505806668738,1.10068787861137,-728.4226818926052
1,16,Random Forest,RUL,3,383.1281580065818,269.1127450980392,228.5,0.09610001750072875,0.06750153694823559,0.05731464404278864,0.9884913093327893,0.9746557559837946,0.9377676242239986,176.92446675795074
1,16,Random Forest,RUL,4,2132.9939353418536,2074.358974358974,1942.0,0.8285534210989273,0.8057768924302788,0.7543625498007969,0.992884160527906,-1.1576973933161634,1.3041874380288987,1291.2713133820168
1,16,Random Forest,RUL,5,1518.8644429001663,1392.377192982456,1517.0,0.5581900273714344,0.5117053513862024,0.5575048355899419,0.9174298053608617,-0.07983073974667065,0.9503837759106543,1527.3855501097794
1,16,Random Forest,RUL,6,1611.5496180473538,1486.2285714285715,1613.0,0.6026093657228353,0.5557478632478633,0.6031517094017094,0.9437424831405181,-0.22295263776985075,1.1765482578879387,1000.9452303339683
1,16,Random Forest,RUL,7,2114.342265904767,1881.072463768116,2048.0,0.5310870635144846,0.4724936294139061,0.5144230069166363,0.9672664894834561,0.24993567938189876,0.5656575500230123,-63.79897088871756
1,16,Random Forest,RUL,8,983.9978157966293,671.1641791044776,314.0,0.25702866923342754,0.17531384015594542,0.08201949317738792,0.9445900917505824,0.8257960794435711,0.7076057151468464,1515.5990158930417
1,17,Random Forest,RUL,1,697.745700452536,610.1875,540.0,0.16423583975344724,0.14362633321073925,0.1271055535123207,0.9858326996966782,0.9148678871532988,0.968667780339729,-437.7620230370653
1,17,Random Forest,RUL,2,822.0468457859727,562.05,336.5,0.2149142080486203,0.14694117647058821,0.08797385620915033,0.9584041230417247,0.880941525902761,1.074272762643058,-536.1433171096966
1,17,Random Forest,RUL,3,355.94565947627456,270.96875,208.0,0.08898641486906864,0.0677421875,0.052,0.9904145989257291,0.97877322513089,0.9350227748691099,261.06515052356053
